Bailey,Continent,20,10,11,12,30,40,130,140,120,121,122,110,80,81,82,50,100,60,62,61,90,70,71,72,160,170,180,150,151,152,153,190,200,201,202,210,220,230
8,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
8,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","30,40,20,10","1,0,0,99","10,50,30,10","10,50,30,10","10,50,30,10","50,40,5,5","20,70,5,5","3,87,5,5","20,70,5,5","10,88,1,1","10,88,1,1","10,88,1,1","30,60,5,5","10,88,1,1","3,87,5,5","20,70,5,5","3,87,5,5","20,70,5,5","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","1,5,3,1","3,4,1,2","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
8,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","30,40,20,10","1,0,0,99","10,50,30,10","10,50,30,10","10,50,30,10","50,40,5,5","20,70,5,5","3,87,5,5","20,70,5,5","10,88,1,1","10,88,1,1","10,88,1,1","30,60,5,5","10,88,1,1","3,87,5,5","20,70,5,5","3,87,5,5","20,70,5,5","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","1,5,3,1","3,4,1,2","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
8,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","30,40,20,10","1,0,0,99","10,50,30,10","10,50,30,10","10,50,30,10","50,40,5,5","20,70,5,5","3,87,5,5","20,70,5,5","10,88,1,1","10,88,1,1","10,88,1,1","30,60,5,5","10,88,1,1","3,87,5,5","20,70,5,5","3,87,5,5","20,70,5,5","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","1,5,3,1","3,4,1,2","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","30,40,20,10","1,0,0,99","10,50,30,10","10,50,30,10","10,50,30,10","50,40,5,5","20,70,5,5","3,87,5,5","20,70,5,5","10,88,1,1","10,88,1,1","10,88,1,1","30,60,5,5","10,88,1,1","3,87,5,5","20,70,5,5","3,87,5,5","20,70,5,5","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","1,5,3,1","3,4,1,2","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
9,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","40,30,2,28","23,60,3,4","90,5,0,5","1,0,0,99","60,20,15,5","60,20,15,5","60,20,15,5","60,30,3,7","25,69,5,1","5,89,5,1","25,69,5,1","40,53,2,5","20,75,1,4","5,89,5,1","40,53,2,5","5,89,5,1","5,89,5,1","25,69,5,1","5,89,5,1","25,69,5,1","20,70,1,9","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","5,2,2,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","30,40,20,10","1,0,0,99","10,50,30,10","10,50,30,10","10,50,30,10","50,40,5,5","20,70,5,5","3,87,5,5","20,70,5,5","10,88,1,1","10,88,1,1","10,88,1,1","30,60,5,5","10,88,1,1","3,87,5,5","20,70,5,5","3,87,5,5","20,70,5,5","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,6,1,2","1,5,3,1","3,4,1,2","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
10,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
11,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
12,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
13,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,North America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
14,South America,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
15,Africa,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
15,Oceania,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
15,EurAsia,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","70,15,5,10","25,60,5,10","10,40,20,30","1,0,0,99","10,40,40,10","10,40,40,10","10,40,40,10","10,50,35,5","23,66,10,1","3,86,10,1","23,66,10,1","5,70,20,5","5,70,20,5","10,70,10,10","10,60,25,5","10,70,10,10","3,86,10,1","23,66,10,1","3,86,10,1","23,66,10,1","2,80,5,13","75,0,0,25","20,20,5,55","3,5,1,1","1,7,1,1","1,4,4,1","3,5,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
15,Oceania_NZ,"30,0,0,70","70,0,0,30","70,0,0,30","80,0,0,20","65,0,5,30","80,0,5,15","90,0,5,5","1,0,0,99","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","90,0,5,5","75,0,0,25","75,0,0,25","8,0,1,1","8,0,1,1","8,0,1,1","8,0,1,1","20,25,0,5","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0","0,0,0,0"
